timestamp,hour,day_of_week,pressure_1,pressure_2,pressure_3,pressure_4,pressure_5,flow_1,flow_2,flow_3,leak
2023-01-01 00:00:00,0,6,59.06134770587291,53.534180839331825,57.71364143799502,58.00193550673771,65.0010975858561,112.52608880764417,86.15989468712165,89.76608532609693,0
2023-01-01 00:15:00,0,6,60.63629422098172,53.70635116238534,56.66130781538757,58.57771463938455,63.286939522110366,111.70154353457208,83.84237402593564,85.25256370904056,0
2023-01-01 00:30:00,0,6,59.762796411705416,53.92969748257028,57.92776769472148,56.62269050540169,63.84879137369614,112.53561756307823,87.93100708012571,93.01611779000967,0
2023-01-01 00:45:00,0,6,60.91544208955344,53.34357429619579,55.69194542427374,57.01328255377437,64.38884622019707,113.89409374620082,84.0891843556579,86.01309332669388,0
2023-01-01 01:00:00,1,6,58.77909129960708,50.56840845112976,55.96503458574557,57.828399379889554,63.80885473723334,120.7793449805722,94.78836738623662,101.90172782394569,0
2023-01-01 01:15:00,1,6,61.409728835763985,51.8977047371497,58.0093263632601,56.67449431846231,63.60417396808182,120.79886834723547,92.77808762357344,96.26032748386372,0
2023-01-01 01:30:00,1,6,59.8328156686416,53.27806339606504,55.11642171180552,55.0875737983551,63.05284311840517,124.35543615909374,89.68804017339255,95.58288190204279,0
2023-01-01 01:45:00,1,6,60.32067257470512,52.045674351359054,55.875614729458896,56.03187008089748,62.87618914972945,123.55907096317002,89.81757557072096,97.6236727094265,0
2023-01-01 02:00:00,2,6,59.46647618761244,53.12829574375886,55.980212631006275,57.05107622579439,64.37224013056893,125.43939138785866,101.81706409283393,105.40685995451267,0
2023-01-01 02:15:00,2,6,59.67295113281127,52.28117736847076,54.631135961044684,57.860508970639295,64.25831321580165,125.41617279049622,98.42306321444676,109.24893245460235,0
2023-01-01 02:30:00,2,6,58.388278901651695,52.595607813414745,56.49669134983849,58.303905731082324,63.697781381413336,128.58714435256792,101.86238721139318,107.51658673077884,0
2023-01-01 02:45:00,2,6,58.72799937775731,53.52462301400331,54.672909730419185,52.868947514656874,59.91929305305014,130.65577676902484,103.30104932214785,97.67936080491926,0
2023-01-01 03:00:00,3,6,59.782670742954636,53.05928066010303,57.50076851956932,55.5572366232199,60.75063329426994,132.64781611204833,105.01171550127216,107.91263343341689,0
2023-01-01 03:15:00,3,6,58.07204408815715,51.73346069880933,54.597567255194534,57.79385330528088,61.97994850372216,131.95294798751877,102.21646986063843,111.03526414349899,0
2023-01-01 03:30:00,3,6,59.421983048980266,53.549035200294846,55.31313457153172,56.39168569795719,62.46804920145112,131.57912676580358,107.1377268695112,105.05018160489445,0
2023-01-01 03:45:00,3,6,59.548269508249675,51.5953519912007,55.94044353360236,55.569851515532584,62.78171965664103,136.52871078818214,108.06535875650906,109.96608396681304,0
2023-01-01 04:00:00,4,6,59.339332334486045,52.00008550547689,54.76485348966611,56.11178541291421,61.622145788932635,134.09450546828916,106.44333706068915,112.50272136830515,0
2023-01-01 04:15:00,4,6,60.91301392007326,52.668322468774626,55.876759704646645,54.79484628885425,61.554853811594235,129.56019642010193,106.768934077551,113.46669316496495,0
2023-01-01 04:30:00,4,6,58.75689964686781,51.51293536568785,54.087263227595805,55.37556921120515,61.353357982718585,133.35420234608492,103.61966193170821,115.69463847729293,0
2023-01-01 04:45:00,4,6,59.71707706256624,52.05658150617272,53.495028803928705,54.480136852820344,62.34999743823425,136.7531908417858,103.61234030902496,110.56773441075144,0
2023-01-01 05:00:00,5,6,56.89042504345374,48.98042255099962,56.165573891892116,55.8313260550525,62.454773731711875,130.37960948148313,107.34885001167751,107.01606250481461,0
2023-01-01 05:15:00,5,6,59.70450935162231,50.14813184340253,54.508849441796215,55.381750971186136,62.10337651569633,132.03706127761185,103.96949360795627,108.78281217136359,0
2023-01-01 05:30:00,5,6,58.688168371666336,52.0051580506444,56.420731942803805,56.028999438590475,62.209757850925115,138.3624609674982,107.78776066590348,109.03603269567597,0
2023-01-01 05:45:00,5,6,59.30991719309112,53.314988433602345,54.072999478595406,54.60091694701935,61.40827533733614,132.51158442120612,101.52413250313202,104.09933439230493,0
2023-01-01 06:00:00,6,6,58.02528760590869,50.27747042863367,53.66993418770851,57.35967448205345,63.04750640511457,128.42701006400975,100.13857802033085,100.0291908641789,0
2023-01-01 06:15:00,6,6,58.275553949964994,51.93596372754472,53.272475131461206,56.00503907656273,64.48359446440013,133.28985999534027,99.61953713355354,102.32048320326116,0
2023-01-01 06:30:00,6,6,57.6412598755585,51.58580181220502,54.90377497642271,55.32062073245539,64.93746675444243,129.64338892151616,100.6960475887653,97.85581375525128,0
2023-01-01 06:45:00,6,6,59.52813368707254,51.36341905644421,56.63496087040441,55.23715961160848,62.24034095136474,132.92444444369207,99.60797807261531,104.15068448574509,0
2023-01-01 07:00:00,7,6,59.92923468968196,50.874054137117895,54.57398051013097,56.84608530700664,61.351889876616674,123.38421350900032,92.54336857781595,99.5246946259517,0
2023-01-01 07:15:00,7,6,59.006117057412844,52.07546133318118,56.07436387537749,55.13088525139151,60.460498912200485,124.08123812445474,97.52073054040468,95.4172162670295,0
2023-01-01 07:30:00,7,6,59.42280131637727,52.47729596506242,54.33008360891107,54.61215244328696,61.267504298238514,123.61222774096142,99.97969478648841,99.57623475831161,0
2023-01-01 07:45:00,7,6,59.350826758604065,52.99263869682362,53.652139700116834,55.26666799929915,61.06613273928865,120.85508742503286,91.73516006176577,95.6005139927597,0
2023-01-01 08:00:00,8,6,56.87229760872836,51.94942859405823,55.22690121661221,56.56587169532621,61.330995511579765,120.5530077650781,88.06665491718852,92.21184873647596,0
2023-01-01 08:15:00,8,6,59.949686676883864,52.73578347948642,55.975157156490845,54.93433229430203,64.21911654867837,121.04565017396912,92.97761529942113,95.60070344077677,0
2023-01-01 08:30:00,8,6,59.32774672414576,52.35786686534473,54.88012113657442,55.73842936158374,63.502711124421786,112.27210528888087,90.23197799122715,99.50851182305495,0
2023-01-01 08:45:00,8,6,60.049118557797776,52.45853719563377,56.44597362625498,56.35714737225747,61.25128719446272,115.68704853205759,87.0444268986967,90.59487392546846,0
2023-01-01 09:00:00,9,6,61.095441390436044,50.73654381306844,57.18314722739864,58.5165344245334,62.75116815696622,116.27453459186523,87.90432191512393,91.39628091247089,0
2023-01-01 09:15:00,9,6,58.644736641786615,52.704241813572345,55.75287743464368,55.92021570468507,61.88457179478204,116.79125364835298,84.23784816877323,83.80449321093836,0
2023-01-01 09:30:00,9,6,59.505951974872836,51.002773080019374,54.43995425623023,54.744862343321856,62.302974450466046,109.67967881369621,85.82038117374059,92.19468608689205,0
